requests;min;max;mean
100;0;0;0
100;0;0;0
100;0;0.076357;0.00076357
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0.051162;0.00051162
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0.05247;0.0005247
100;0;0;0
100;0;0.006593;6.593e-05
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0.027457;0.00027457
100;0;0.031846;0.00031846
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0.00053;5.3e-06
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0.047774;0.00047774
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0.022904;0.00022904
100;0;0.089742;0.00089742
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0.041459;0.00041459
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0.069681;0.00069681
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0.016515;0.00016515
100;0;0;0
100;0;0.002338;2.338e-05
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0.002151;2.151e-05
100;0;0.024159;0.00024159
100;0;0.011353;0.00011353
100;0;0;0
100;0;0.035761;0.00063941
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0.08224;0.0008224
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0.043001;0.00043001
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0.097299;0.00097299
100;0;0.040138;0.00040138
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0.06065;0.0006065
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0.054642;0.00054642
100;0;0.045894;0.00045894
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0.004837;4.837e-05
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0.024128;0.00036725
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0.024187;0.00024187
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0.012542;0.00012542
100;0;0.051846;0.00051846
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0.014933;0.00014933
100;0;0.018667;0.00018667
100;0;0;0
100;0;0.029299;0.00044006
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0.002225;2.225e-05
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0.040424;0.00040424
100;0;0;0
100;0;0.000121;1.21e-06
100;0;0;0
100;0;0.005764;5.764e-05
100;0;0.06162;0.0006162
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0.05195;0.0005195
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
35;0;0;0
