requests;min;max;mean
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0.07458;0.0007458
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0.084324;0.00084324
100;0;0;0
100;0;0.00311;3.11e-05
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0.097643;0.00097643
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0.086441;0.00108492
100;0;0;0
100;0;0.023288;0.00023288
100;0;0.096355;0.00096355
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
100;0;0;0
5;0;0;0
