server id;request type;request time;read request;response time
2100;addToCart;39415.107378;39415.107378;39415.507378
2100;searchProduct;40133.208447;40133.208447;40133.908447
2100;searchProduct;40437.966236;40437.966236;40438.666236
2100;searchProduct;40601.732622;40601.732622;40602.432622
2200;addProduct;41745.916755;41745.916755;41746.416755
2100;searchProduct;41954.156654;41954.156654;41954.856654
2100;searchProduct;42452.480844;42452.480844;42453.180844
2100;searchProduct;42468.467230;42468.467230;42469.167230
2100;searchProduct;42612.028169;42612.028169;42612.728169
2100;addToCart;42971.437186;42971.437186;42971.837186
2100;searchProduct;43393.473168;43393.473168;43394.173168
2100;createOrder;43652.768332;43652.768332;43653.268332
2100;searchProduct;43949.719978;43949.719978;43950.419978
2100;searchProduct;44163.917461;44163.917461;44164.617461
2100;addToCart;44205.731987;44205.731987;44206.131987
2100;createOrder;44242.491173;44242.491173;44242.991173
2100;viewOrder;44279.071235;44279.071235;44279.471235
2100;searchProduct;44517.869020;44517.869020;44518.569020
2200;viewStatistics;45286.336294;45286.336294;45287.136294
2200;viewStatistics;46916.525422;46916.525422;46917.325422
2100;searchProduct;47506.746995;47506.746995;47507.446995
2100;searchProduct;48320.939304;48320.939304;48321.639304
2200;viewStatistics;48787.715158;48787.715158;48788.515158
2200;addProduct;49305.106882;49305.106882;49305.606882
2200;addProduct;49663.186008;49663.186008;49663.686008
2000;changeStatusDelivery;54212.419630;54212.419630;54212.819630
2100;searchProduct;54704.610512;54704.610512;54705.310512
2100;addToCart;54842.777337;54842.777337;54843.177337
2100;searchProduct;55156.781028;55156.781028;55157.481028
2100;createOrder;55238.043097;55238.043097;55238.543097
2100;searchProduct;55245.014414;55245.014414;55245.714414
2100;addToCart;55806.890923;55806.890923;55807.290923
2100;searchProduct;56550.478531;56550.478531;56551.178531
2100;searchProduct;56768.443925;56768.443925;56769.143925
2000;changeStatusDelivery;56910.798330;56910.798330;56911.198330
2100;addToCart;57424.236029;57424.236029;57424.636029
2100;searchProduct;57439.281147;57439.281147;57439.981147
2100;searchProduct;57490.772007;57490.772007;57491.472007
2100;searchProduct;57821.707971;57821.707971;57822.407971
2100;searchProduct;58845.968341;58845.968341;58846.668341
2000;changeStatusDelivery;59409.517349;59409.517349;59409.917349
2000;viewAvailableShippings;59534.549177;59534.549177;59535.149177
2100;searchProduct;59536.084595;59536.084595;59536.784595
2100;searchProduct;59793.994181;59793.994181;59794.694181
2100;searchProduct;59976.948645;59976.948645;59977.648645
2100;addToCart;60283.935324;60283.935324;60284.335324
2100;searchProduct;60337.643658;60337.643658;60338.343658
2100;searchProduct;62672.791704;62672.791704;62673.491704
2100;searchProduct;63212.727205;63212.727205;63213.427205
2100;searchProduct;64144.828359;64144.828359;64145.528359
2100;searchProduct;64644.623087;64644.623087;64645.323087
2100;searchProduct;64982.642295;64982.642295;64983.342295
2100;addToCart;65413.619396;65413.619396;65414.019396
2100;searchProduct;65478.617084;65478.617084;65479.317084
2100;searchProduct;65889.668191;65889.668191;65890.368191
2100;searchProduct;68345.406019;68345.406019;68346.106019
2100;searchProduct;71877.083223;71877.083223;71877.783223
2100;searchProduct;71922.172318;71922.172318;71922.872318
2100;addToCart;72356.048349;72356.048349;72356.448349
2100;addToCart;72470.212555;72470.212555;72470.612555
2100;createOrder;72614.613096;72614.613096;72615.113096
2100;viewOrder;72617.708051;72617.708051;72618.108051
2100;searchProduct;72880.488504;72880.488504;72881.188504
2100;searchProduct;73647.709585;73647.709585;73648.409585
2100;searchProduct;73998.193485;73998.193485;73998.893485
2100;searchProduct;74044.746319;74044.746319;74045.446319
2100;searchProduct;74736.305901;74736.305901;74737.005901
2100;searchProduct;75172.906711;75172.906711;75173.606711
2100;searchProduct;75933.198939;75933.198939;75933.898939
2100;searchProduct;75988.831865;75988.831865;75989.531865
2100;addToCart;76034.744987;76034.744987;76035.144987
2100;searchProduct;76157.004385;76157.004385;76157.704385
2100;createOrder;76205.189407;76205.189407;76205.689407
2100;viewOrder;76246.916007;76246.916007;76247.316007
2100;searchProduct;76364.794332;76364.794332;76365.494332
2100;searchProduct;76800.804603;76800.804603;76801.504603
2100;searchProduct;77034.986182;77034.986182;77035.686182
2100;searchProduct;77319.159521;77319.159521;77319.859521
2100;searchProduct;77678.286092;77678.286092;77678.986092
2100;searchProduct;77933.743731;77933.743731;77934.443731
2100;searchProduct;78017.314595;78017.314595;78018.014595
2100;searchProduct;78225.606961;78225.606961;78226.306961
2000;viewAvailableShippings;78239.226455;78239.226455;78239.826455
2100;searchProduct;78328.543459;78328.543459;78329.243459
2100;searchProduct;78619.558413;78619.558413;78620.258413
2100;addToCart;79022.844714;79022.844714;79023.244714
2100;addToCart;79172.538588;79172.538588;79172.938588
2100;searchProduct;79178.543743;79178.543743;79179.243743
2100;searchProduct;79533.578342;79533.578342;79534.278342
2100;addToCart;79990.454362;79990.454362;79990.854362
2100;addToCart;80025.812411;80025.812411;80026.212411
2100;searchProduct;80142.327099;80142.327099;80143.027099
2100;addToCart;80154.477526;80154.477526;80154.877526
2100;searchProduct;80301.605006;80301.605006;80302.305006
2100;addToCart;80424.893220;80424.893220;80425.293220
2100;searchProduct;80802.752390;80802.752390;80803.452390
2100;searchProduct;81323.859668;81323.859668;81324.559668
2100;searchProduct;81762.254202;81762.254202;81762.954202
2100;searchProduct;81867.552801;81867.552801;81868.252801
2100;addToCart;82076.321002;82076.321002;82076.721002
2100;searchProduct;82285.372704;82285.372704;82286.072704
2100;searchProduct;82683.618648;82683.618648;82684.318648
2100;searchProduct;83047.880050;83047.880050;83048.580050
2100;searchProduct;83362.548818;83362.548818;83363.248818
2100;searchProduct;83501.398070;83501.398070;83502.098070
2100;searchProduct;84014.002487;84014.002487;84014.702487
2100;addToCart;84193.934992;84193.934992;84194.334992
2100;searchProduct;84445.705897;84445.705897;84446.405897
2100;searchProduct;84513.624629;84513.624629;84514.324629
2100;searchProduct;84970.001267;84970.001267;84970.701267
2100;addToCart;85222.613885;85222.613885;85223.013885
2100;searchProduct;85284.542758;85284.542758;85285.242758
2100;createOrder;85703.646121;85703.646121;85704.146121
2100;viewOrder;85760.664843;85760.664843;85761.064843
2000;changeStatusDelivery;86853.486308;86853.486308;86853.886308
2000;viewAvailableShippings;87172.634179;87172.634179;87173.234179
2100;searchProduct;87494.920512;87494.920512;87495.620512
2100;searchProduct;88549.772347;88549.772347;88550.472347
2100;searchProduct;88780.682792;88780.682792;88781.382792
2200;viewStatistics;88856.463332;88856.463332;88857.263332
2100;searchProduct;89508.124326;89508.124326;89508.824326
2100;searchProduct;91469.213321;91469.213321;91469.913321
2100;searchProduct;93716.213560;93716.213560;93716.913560
2100;searchProduct;93889.364976;93889.364976;93890.064976
2100;searchProduct;94488.330755;94488.330755;94489.030755
2100;addToCart;95428.098065;95428.098065;95428.498065
2100;searchProduct;95750.352684;95750.352684;95751.052684
2200;addProduct;96261.001939;96261.001939;96261.501939
2100;searchProduct;96652.218212;96652.218212;96652.918212
2100;searchProduct;97627.082628;97627.082628;97627.782628
2100;searchProduct;97630.647123;97630.647123;97631.347123
2100;searchProduct;98056.079283;98056.079283;98056.779283
2100;searchProduct;99236.099240;99236.099240;99236.799240
2000;changeStatusDelivery;99430.921166;99430.921166;99431.321166
2000;changeStatusDelivery;100684.364058;100684.364058;100684.764058
2100;searchProduct;101177.194588;101177.194588;101177.894588
2100;searchProduct;101566.354076;101566.354076;101567.054076
2100;addToCart;101707.912532;101707.912532;101708.312532
2100;searchProduct;102012.760086;102012.760086;102013.460086
2000;changeStatusDelivery;102842.011766;102842.011766;102842.411766
2200;viewStatistics;103207.317161;103207.317161;103208.117161
2100;searchProduct;103226.764372;103226.764372;103227.464372
2000;changeStatusDelivery;103702.436309;103702.436309;103702.836309
2000;viewAvailableShippings;103774.914075;103774.914075;103775.514075
2000;takeInChargeShipping;105794.470833;105794.470833;105794.870833
2000;changeStatusDelivery;106384.122911;106384.122911;106384.522911
2100;searchProduct;107534.484761;107534.484761;107535.184761
2100;searchProduct;109564.201441;109564.201441;109564.901441
2100;searchProduct;110348.926691;110348.926691;110349.626691
2100;addToCart;111028.928637;111028.928637;111029.328637
2100;searchProduct;111293.889034;111293.889034;111294.589034
2100;searchProduct;111308.859164;111308.859164;111309.559164
2100;searchProduct;111692.741806;111692.741806;111693.441806
2100;searchProduct;112080.769694;112080.769694;112081.469694
2100;searchProduct;112971.358278;112971.358278;112972.058278
2100;searchProduct;113780.633105;113780.633105;113781.333105
2100;addToCart;114141.125839;114141.125839;114141.525839
2100;searchProduct;114163.681767;114163.681767;114164.381767
2100;searchProduct;114402.014737;114402.014737;114402.714737
2000;viewAvailableShippings;114509.984330;114509.984330;114510.584330
2100;searchProduct;115404.806736;115404.806736;115405.506736
2100;searchProduct;115587.792846;115587.792846;115588.492846
2100;searchProduct;115834.295322;115834.295322;115834.995322
2100;searchProduct;116232.292437;116232.292437;116232.992437
2100;searchProduct;116267.050347;116267.050347;116267.750347
2100;addToCart;116313.294907;116313.294907;116313.694907
2100;searchProduct;116385.118745;116385.118745;116385.818745
2100;searchProduct;116759.130006;116759.130006;116759.830006
2100;searchProduct;116811.328242;116811.328242;116812.028242
2100;searchProduct;116848.674249;116848.674249;116849.374249
2100;addToCart;116900.704572;116900.704572;116901.104572
2100;searchProduct;117390.914941;117390.914941;117391.614941
2100;searchProduct;117451.981739;117451.981739;117452.681739
2100;searchProduct;117884.684980;117884.684980;117885.384980
2100;addToCart;118161.427167;118161.427167;118161.827167
2100;addToCart;118197.569002;118197.569002;118197.969002
2100;searchProduct;118394.956659;118394.956659;118395.656659
2100;searchProduct;118646.599925;118646.599925;118647.299925
2100;addToCart;118727.400649;118727.400649;118727.800649
2100;searchProduct;118743.658669;118743.658669;118744.358669
2100;addToCart;118790.489318;118790.489318;118790.889318
2000;viewAvailableShippings;118984.706589;118984.706589;118985.306589
2100;searchProduct;118995.245088;118995.245088;118995.945088
2100;searchProduct;119258.714251;119258.714251;119259.414251
2100;searchProduct;119601.305356;119601.305356;119602.005356
2000;viewAvailableShippings;119706.547616;119706.547616;119707.147616
2100;searchProduct;119859.115000;119859.115000;119859.815000
2000;takeInChargeShipping;120595.858223;120595.858223;120596.258223
2200;addProduct;121517.933320;121517.933320;121518.433320
2200;viewStatistics;121746.788597;121746.788597;121747.588597
2200;addProduct;121937.635985;121937.635985;121938.135985
2000;takeInChargeShipping;121992.569756;121992.569756;121992.969756
2000;takeInChargeShipping;122124.269983;122124.269983;122124.669983
2100;searchProduct;124581.458402;124581.458402;124582.158402
2100;searchProduct;125237.391953;125237.391953;125238.091953
2100;searchProduct;125630.829956;125630.829956;125631.529956
2200;addProduct;127694.955973;127694.955973;127695.455973
2100;searchProduct;130552.094565;130552.094565;130552.794565
2100;searchProduct;130614.328084;130614.328084;130615.028084
2000;changeStatusDelivery;130814.139917;130814.139917;130814.539917
2200;viewStatistics;130953.605705;130953.605705;130954.405705
2200;addProduct;131315.514472;131315.514472;131316.014472
2000;changeStatusDelivery;131516.650294;131516.650294;131517.050294
2000;changeStatusDelivery;131790.213001;131790.213001;131790.613001
2000;viewAvailableShippings;132332.837141;132332.837141;132333.437141
2000;changeStatusDelivery;134268.783812;134268.783812;134269.183812
2000;takeInChargeShipping;134602.131315;134602.131315;134602.531315
2200;viewStatistics;134842.977094;134842.977094;134843.777094
2000;changeStatusDelivery;135415.722589;135415.722589;135416.122589
2000;changeStatusDelivery;135615.901102;135615.901102;135616.301102
2000;changeStatusDelivery;136406.548326;136406.548326;136406.948326
2100;searchProduct;138619.004263;138619.004263;138619.704263
2000;changeStatusDelivery;138837.934335;138837.934335;138838.334335
2100;searchProduct;138883.964227;138883.964227;138884.664227
2100;searchProduct;139513.604601;139513.604601;139514.304601
2100;searchProduct;140647.390826;140647.390826;140648.090826
2100;addToCart;141320.215971;141320.215971;141320.615971
2100;searchProduct;141374.360174;141374.360174;141375.060174
2100;searchProduct;144897.491252;144897.491252;144898.191252
2100;searchProduct;144941.398131;144941.398131;144942.098131
2100;searchProduct;145472.995921;145472.995921;145473.695921
2100;searchProduct;145958.546779;145958.546779;145959.246779
2200;addProduct;146345.049000;146345.049000;146345.549000
2100;searchProduct;146385.678447;146385.678447;146386.378447
2100;searchProduct;146396.845544;146396.845544;146397.545544
2100;searchProduct;146484.329362;146484.329362;146485.029362
2200;viewStatistics;146626.348546;146626.348546;146627.148546
2100;searchProduct;146699.396606;146699.396606;146700.096606
2100;searchProduct;147060.307331;147060.307331;147061.007331
2200;addProduct;147873.799223;147873.799223;147874.299223
2000;viewAvailableShippings;149353.753432;149353.753432;149354.353432
2000;viewAvailableShippings;150740.317258;150740.317258;150740.917258
2200;viewStatistics;150880.534973;150880.534973;150881.334973
2100;searchProduct;151739.577733;151739.577733;151740.277733
2100;searchProduct;151940.521858;151940.521858;151941.221858
2100;searchProduct;152416.164480;152416.164480;152416.864480
2200;addProduct;153670.711684;153670.711684;153671.211684
2100;searchProduct;154160.566400;154160.566400;154161.266400
2100;addToCart;154727.302582;154727.302582;154727.702582
2100;searchProduct;155079.559064;155079.559064;155080.259064
2100;searchProduct;155129.677226;155129.677226;155130.377226
2100;addToCart;155193.257268;155193.257268;155193.657268
2100;searchProduct;155470.849702;155470.849702;155471.549702
2100;searchProduct;155904.799796;155904.799796;155905.499796
2100;searchProduct;156153.784961;156153.784961;156154.484961
2100;searchProduct;156951.632703;156951.632703;156952.332703
2100;searchProduct;161474.834083;161474.834083;161475.534083
2100;searchProduct;161563.983068;161563.983068;161564.683068
2100;searchProduct;161965.537369;161965.537369;161966.237369
2100;searchProduct;162273.162169;162273.162169;162273.862169
2100;addToCart;162736.290124;162736.290124;162736.690124
2100;searchProduct;163013.834094;163013.834094;163014.534094
2100;searchProduct;163672.610844;163672.610844;163673.310844
2100;addToCart;164277.978610;164277.978610;164278.378610
2100;searchProduct;164791.839114;164791.839114;164792.539114
2100;searchProduct;165888.969681;165888.969681;165889.669681
2100;searchProduct;167526.475946;167526.475946;167527.175946
2100;searchProduct;167851.176818;167851.176818;167851.876818
2100;searchProduct;168921.363585;168921.363585;168922.063585
2100;searchProduct;169053.584237;169053.584237;169054.284237
2100;searchProduct;170187.706518;170187.706518;170188.406518
2200;viewStatistics;171368.466365;171368.466365;171369.266365
2100;searchProduct;172232.517518;172232.517518;172233.217518
2100;searchProduct;172761.767738;172761.767738;172762.467738
2100;addToCart;172971.487159;172971.487159;172971.887159
2100;searchProduct;173211.143396;173211.143396;173211.843396
2100;searchProduct;173626.068648;173626.068648;173626.768648
2000;changeStatusDelivery;173820.251204;173820.251204;173820.651204
2100;searchProduct;175229.469736;175229.469736;175230.169736
2100;searchProduct;175785.889548;175785.889548;175786.589548
2100;searchProduct;175939.663383;175939.663383;175940.363383
2200;viewStatistics;176144.416972;176144.416972;176145.316972
2100;addToCart;176339.389135;176339.389135;176339.789135
2100;searchProduct;176354.046736;176354.046736;176354.746736
2100;addToCart;176397.832028;176397.832028;176398.232028
2100;addToCart;176591.187051;176591.187051;176591.587051
2100;addToCart;177148.132457;177148.132457;177148.532457
2100;searchProduct;177209.560110;177209.560110;177210.260110
2100;searchProduct;177375.075221;177375.075221;177375.775221
2100;searchProduct;177517.836169;177517.836169;177518.536169
2100;createOrder;177712.289688;177712.289688;177712.789688
2100;viewOrder;177728.403053;177728.403053;177728.803053
2100;searchProduct;177897.616501;177897.616501;177898.316501
2200;viewStatistics;178321.647604;178321.647604;178322.447604
2200;addProduct;178770.160511;178770.160511;178770.660511
2100;searchProduct;178866.223479;178866.223479;178866.923479
2200;viewStatistics;179076.309774;179076.309774;179077.109774
2100;searchProduct;179312.027586;179312.027586;179312.727586
2100;searchProduct;179728.999967;179728.999967;179729.699967
2100;addToCart;180167.328979;180167.328979;180167.728979
2200;viewStatistics;180436.925850;180436.925850;180437.725850
2100;searchProduct;180438.844678;180438.844678;180439.544678
2100;searchProduct;181316.450917;181316.450917;181317.150917
2100;searchProduct;181515.665194;181515.665194;181516.365194
2100;searchProduct;182604.862124;182604.862124;182605.562124
2100;searchProduct;183604.803580;183604.803580;183605.503580
2100;searchProduct;183998.600098;183998.600098;183999.300098
2100;searchProduct;184101.253835;184101.253835;184101.953835
2100;searchProduct;184531.980535;184531.980535;184532.680535
2100;searchProduct;187027.689447;187027.689447;187028.389447
2100;searchProduct;187533.055126;187533.055126;187533.755126
2100;searchProduct;187920.805256;187920.805256;187921.505256
2100;searchProduct;188003.825548;188003.825548;188004.525548
2100;searchProduct;188190.396140;188190.396140;188191.096140
2100;addToCart;188283.614425;188283.614425;188284.014425
2100;searchProduct;188435.558903;188435.558903;188436.258903
2100;searchProduct;189137.053671;189137.053671;189137.753671
2100;searchProduct;189188.631001;189188.631001;189189.331001
2100;searchProduct;189388.934055;189388.934055;189389.634055
2100;addToCart;189469.208792;189469.208792;189469.608792
2100;searchProduct;189652.847130;189652.847130;189653.547130
2100;searchProduct;189754.483992;189754.483992;189755.183992
2100;searchProduct;189912.944216;189912.944216;189913.644216
2100;searchProduct;189934.410005;189934.410005;189935.110005
2100;searchProduct;190494.437388;190494.437388;190495.137388
2100;searchProduct;191245.748515;191245.748515;191246.448515
2100;addToCart;191314.106487;191314.106487;191314.506487
2000;changeStatusDelivery;191316.457278;191316.457278;191316.857278
2100;searchProduct;191793.195408;191793.195408;191793.895408
2100;searchProduct;192732.232188;192732.232188;192732.932188
2200;viewStatistics;193860.571897;193860.571897;193861.371897
2100;searchProduct;193860.900157;193860.900157;193861.600157
2200;viewStatistics;194110.587921;194110.587921;194111.387921
2100;searchProduct;194846.222906;194846.222906;194846.922906
2200;viewStatistics;195686.311227;195686.311227;195687.111227
2200;addProduct;198037.035536;198037.035536;198037.535536
2100;searchProduct;202899.076128;202899.076128;202899.876128
2100;searchProduct;203226.605267;203226.605267;203227.305267
2100;searchProduct;203234.545713;203234.545713;203235.245713
2100;searchProduct;203521.846831;203521.846831;203522.546831
2100;addToCart;203620.248818;203620.248818;203620.648818
2100;searchProduct;203747.975755;203747.975755;203748.675755
2100;searchProduct;203987.234119;203987.234119;203987.934119
2100;addToCart;204369.007396;204369.007396;204369.407396
2100;addToCart;204552.775334;204552.775334;204553.175334
2000;changeStatusDelivery;204771.822869;204771.822869;204772.222869
2000;changeStatusDelivery;205233.179169;205233.179169;205233.579169
2100;searchProduct;205463.949605;205463.949605;205464.649605
2100;searchProduct;205578.843477;205578.843477;205579.543477
2100;searchProduct;205615.473278;205615.473278;205616.173278
2000;viewAvailableShippings;205687.745431;205687.745431;205688.345431
2100;searchProduct;206433.603259;206433.603259;206434.303259
2100;searchProduct;207238.720355;207238.720355;207239.420355
2100;addToCart;207264.214966;207264.214966;207264.614966
2100;searchProduct;208359.944277;208359.944277;208360.644277
2100;searchProduct;208605.872681;208605.872681;208606.572681
2100;addToCart;209109.478649;209109.478649;209109.878649
2100;searchProduct;209551.629145;209551.629145;209552.329145
2000;viewAvailableShippings;209659.607961;209659.607961;209660.207961
2000;takeInChargeShipping;210228.389992;210228.389992;210228.789992
2100;searchProduct;210757.373000;210757.373000;210758.073000
2100;searchProduct;211456.723058;211456.723058;211457.423058
2100;addToCart;211623.042207;211623.042207;211623.442207
2100;addToCart;212057.690596;212057.690596;212058.090596
2100;searchProduct;212353.779019;212353.779019;212354.479019
2100;searchProduct;212384.752363;212384.752363;212385.452363
2000;takeInChargeShipping;212991.188367;212991.188367;212991.588367
2100;searchProduct;213942.979150;213942.979150;213943.679150
2100;searchProduct;214238.624850;214238.624850;214239.324850
2100;searchProduct;214539.228268;214539.228268;214539.928268
2100;searchProduct;214804.319537;214804.319537;214805.019537
2100;addToCart;215189.507207;215189.507207;215189.907207
2100;searchProduct;215222.904631;215222.904631;215223.604631
2100;addToCart;215284.209646;215284.209646;215284.609646
2100;searchProduct;215739.682176;215739.682176;215740.382176
2100;createOrder;215894.000783;215894.000783;215894.500783
2100;viewOrder;215898.773988;215898.773988;215899.173988
2100;searchProduct;218865.153051;218865.153051;218865.853051
2100;searchProduct;218968.419043;218968.419043;218969.119043
2100;searchProduct;219705.464033;219705.464033;219706.164033
2100;addToCart;219862.298806;219862.298806;219862.698806
2100;searchProduct;220271.118891;220271.118891;220271.818891
2100;searchProduct;220295.854270;220295.854270;220296.554270
2100;searchProduct;220470.749255;220470.749255;220471.449255
2100;searchProduct;220688.597174;220688.597174;220689.297174
2100;createOrder;220839.730043;220839.730043;220840.230043
2100;viewOrder;220856.823410;220856.823410;220857.223410
2100;searchProduct;221021.039462;221021.039462;221021.739462
2100;searchProduct;221446.402475;221446.402475;221447.102475
2100;searchProduct;222148.160759;222148.160759;222148.860759
2100;addToCart;222413.010097;222413.010097;222413.410097
2100;searchProduct;222442.562655;222442.562655;222443.262655
2100;searchProduct;222586.637779;222586.637779;222587.337779
2100;addToCart;222868.321661;222868.321661;222868.721661
2100;searchProduct;222912.712625;222912.712625;222913.412625
2000;changeStatusDelivery;223142.883115;223142.883115;223143.283115
2100;searchProduct;223256.394062;223256.394062;223257.094062
2000;viewAvailableShippings;223623.668423;223623.668423;223624.268423
2000;takeInChargeShipping;223840.168100;223840.168100;223840.568100
2000;takeInChargeShipping;225426.638717;225426.638717;225427.038717
2000;takeInChargeShipping;225469.832428;225469.832428;225470.232428
2100;searchProduct;226383.390627;226383.390627;226384.090627
2000;changeStatusDelivery;228415.298306;228415.298306;228415.698306
2100;searchProduct;230959.125553;230959.125553;230959.825553
2100;searchProduct;231300.691787;231300.691787;231301.391787
2100;searchProduct;232645.409603;232645.409603;232646.109603
2100;searchProduct;232703.253393;232703.253393;232703.953393
2100;addToCart;233084.355575;233084.355575;233084.755575
2100;searchProduct;233565.805150;233565.805150;233566.505150
2100;searchProduct;234043.013065;234043.013065;234043.713065
2100;searchProduct;234116.166921;234116.166921;234116.866921
2100;searchProduct;234238.794055;234238.794055;234239.494055
2100;searchProduct;234528.846416;234528.846416;234529.546416
2100;searchProduct;234713.074069;234713.074069;234713.774069
2100;searchProduct;235144.018918;235144.018918;235144.718918
2100;searchProduct;235168.222309;235168.222309;235168.922309
2100;searchProduct;235196.439327;235196.439327;235197.139327
2100;searchProduct;235238.933553;235238.933553;235239.633553
2100;searchProduct;235465.368237;235465.368237;235466.068237
2100;searchProduct;235573.582456;235573.582456;235574.282456
2100;addToCart;235597.182238;235597.182238;235597.582238
2100;searchProduct;235696.065012;235696.065012;235696.765012
2100;searchProduct;235841.543983;235841.543983;235842.243983
2100;searchProduct;235865.799893;235865.799893;235866.499893
2100;searchProduct;236113.413596;236113.413596;236114.113596
2200;viewStatistics;236236.506405;236236.506405;236237.306405
2100;searchProduct;236538.465274;236538.465274;236539.165274
2100;searchProduct;236883.154846;236883.154846;236883.854846
2100;searchProduct;236994.881468;236994.881468;236995.581468
2100;searchProduct;237257.995388;237257.995388;237258.695388
2200;viewStatistics;238085.568825;238085.568825;238086.368825
2200;addProduct;239239.401660;239239.401660;239239.901660
2200;viewStatistics;241283.143259;241283.143259;241283.943259
2100;searchProduct;241335.175760;241335.175760;241335.875760
2200;viewStatistics;241464.132791;241464.132791;241464.932791
2100;searchProduct;242346.034995;242346.034995;242346.734995
2100;searchProduct;242957.954988;242957.954988;242958.654988
2100;searchProduct;243060.993360;243060.993360;243061.693360
2200;viewStatistics;243199.004046;243199.004046;243199.904046
2100;searchProduct;243255.258137;243255.258137;243255.958137
2200;viewStatistics;243421.732678;243421.732678;243422.532678
2100;addToCart;243532.530462;243532.530462;243532.930462
2100;searchProduct;243771.687355;243771.687355;243772.387355
2100;searchProduct;244318.556367;244318.556367;244319.256367
2100;searchProduct;244782.681730;244782.681730;244783.381730
2200;viewStatistics;246093.762598;246093.762598;246094.662598
2100;searchProduct;247136.795129;247136.795129;247137.495129
2100;searchProduct;248439.594401;248439.594401;248440.294401
2100;searchProduct;248612.322025;248612.322025;248613.022025
2200;viewStatistics;249049.184561;249049.184561;249049.984561
2100;searchProduct;249337.804812;249337.804812;249338.504812
2100;searchProduct;249512.225475;249512.225475;249512.925475
2100;searchProduct;249606.508510;249606.508510;249607.208510
