requests;min;max;mean
100;0.42;0.72;0.669
100;0.42;0.82;0.652
100;0.42;0.72;0.674
100;0.42;0.82;0.671
100;0.42;0.82;0.678
100;0.42;0.82;0.679
100;0.42;0.82;0.661
100;0.42;0.893602;0.68107
100;0.42;0.82;0.666
100;0.42;0.9867;0.676189
100;0.42;0.804634;0.6512
100;0.42;1.06193;0.67786
100;0.42;1.00521;0.672201
100;0.42;1.01846;0.684085
100;0.42;0.82;0.652322
100;0.42;1.07896;0.66959
100;0.42;1.22716;0.656253
100;0.42;0.931132;0.654185
100;0.42;1.11945;0.639891
100;0.42;0.822833;0.667159
100;0.42;0.82;0.676942
100;0.42;0.885121;0.674651
100;0.42;1.25438;0.680165
100;0.42;0.789068;0.654691
100;0.42;0.864075;0.65185
100;0.42;0.859549;0.669395
100;0.42;1.10449;0.669845
100;0.42;0.740986;0.640876
100;0.42;0.72;0.672
100;0.42;1.35491;0.646349
100;0.42;0.76472;0.679447
100;0.42;1.08104;0.667601
100;0.42;1.25292;0.681565
100;0.42;1.172;0.63903
100;0.42;0.82;0.649
100;0.42;0.82;0.645138
100;0.42;0.82;0.658079
100;0.42;0.82;0.647
100;0.42;1.243;0.65623
100;0.42;0.846703;0.671367
100;0.42;0.72;0.653
100;0.42;1.39682;0.68979
100;0.42;1.10148;0.644815
100;0.42;0.82;0.6571
100;0.42;0.82;0.670686
100;0.42;0.866717;0.667807
100;0.42;0.82;0.661
100;0.42;0.851405;0.679314
100;0.42;1.42406;0.666041
100;0.42;0.950441;0.657404
100;0.42;0.72;0.663
100;0.42;0.85567;0.642411
100;0.42;0.85239;0.674324
100;0.42;1.25557;0.665957
100;0.42;0.72;0.67
100;0.42;0.82;0.668
100;0.42;0.961668;0.648425
100;0.42;0.82;0.664691
100;0.42;1.32312;0.667783
100;0.42;0.799345;0.673241
100;0.42;1.18927;0.666329
100;0.42;0.903509;0.655194
100;0.42;0.72;0.659
100;0.42;0.952116;0.681321
100;0.42;1.32858;0.660661
100;0.42;1.02634;0.666163
100;0.42;0.72;0.653
100;0.42;0.72;0.642
100;0.42;1.38753;0.648675
100;0.42;1.27654;0.662565
100;0.42;0.73908;0.672191
100;0.42;0.82;0.638
52;0.42;0.72;0.641154
